-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2022 
Location: Latitude  52.5   Longitude -3.5 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 255.11 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M
2021,5,17,5,2.09
2021,5,17,6,2.61
2021,5,17,7,3.29
2021,5,17,8,4.04
2021,5,17,9,4.65
2021,5,17,10,4.83
2021,5,17,11,4.93
2021,5,17,12,5.15
2021,5,17,13,5.44
2021,5,17,14,5.57
2021,5,17,15,5.38
2021,5,17,16,5.03
2021,5,17,17,4.58
2021,5,17,18,3.68
2021,5,17,19,2.45
2021,5,17,20,2.5
2021,5,17,21,2.66
2021,5,17,22,2.69
2021,5,17,23,2.69
2021,5,18,0,2.57
2021,5,18,1,2.5
2021,5,18,2,2.48
2021,5,18,3,2.49
2021,5,18,4,2.47
2021,5,18,5,2.27
2021,5,18,6,2.9
2021,5,18,7,3.11
2021,5,18,8,3.13
2021,5,18,9,3.17
2021,5,18,10,3.18
2021,5,18,11,3.12
2021,5,18,12,3.01
2021,5,18,13,2.88
2021,5,18,14,2.73
2021,5,18,15,2.54
2021,5,18,16,2.19
2021,5,18,17,1.83
2021,5,18,18,1.53
2021,5,18,19,1.44
2021,5,18,20,1.91
2021,5,18,21,2.15
2021,5,18,22,2.32
2021,5,18,23,2.44
2021,5,19,0,2.48
2021,5,19,1,2.49
2021,5,19,2,2.56
2021,5,19,3,2.6
2021,5,19,4,2.62
2021,5,19,5,2.54
2021,5,19,6,3.46
2021,5,19,7,4.15
2021,5,19,8,4.56
2021,5,19,9,4.96
2021,5,19,10,5.14
2021,5,19,11,5.32
2021,5,19,12,5.35
2021,5,19,13,5.09
2021,5,19,14,4.77
2021,5,19,15,4.78
2021,5,19,16,4.66
2021,5,19,17,4.4
2021,5,19,18,3.45
2021,5,19,19,2.12
2021,5,19,20,2.43
2021,5,19,21,2.54
2021,5,19,22,2.66
2021,5,19,23,2.76
2021,5,20,0,2.97
2021,5,20,1,3.45
2021,5,20,2,3.78
2021,5,20,3,4.24
2021,5,20,4,4.88
2021,5,20,5,5.9
2021,5,20,6,7.38
2021,5,20,7,9.21
2021,5,20,8,11.02
2021,5,20,9,12.43
2021,5,20,10,12.98
2021,5,20,11,12.54
2021,5,20,12,12.24
2021,5,20,13,12.93
2021,5,20,14,13.77
2021,5,20,15,13.93
2021,5,20,16,14.01
2021,5,20,17,13.91
2021,5,20,18,13.9
2021,5,20,19,13.76
2021,5,20,20,13.13
2021,5,20,21,12.91
2021,5,20,22,13.12
2021,5,20,23,13.38
2021,5,21,0,13.65
2021,5,21,1,13.76
2021,5,21,2,13.19
2021,5,21,3,12.23
2021,5,21,4,11.25
2021,5,21,5,10.96
2021,5,21,6,11.17
2021,5,21,7,11.31
2021,5,21,8,11.36
2021,5,21,9,11.25
2021,5,21,10,10.85
2021,5,21,11,10.31
2021,5,21,12,9.76
2021,5,21,13,9.1
2021,5,21,14,8.43
2021,5,21,15,7.5
2021,5,21,16,6.65
2021,5,21,17,6.0
2021,5,21,18,5.3
2021,5,21,19,4.95
2021,5,21,20,5.07
2021,5,21,21,5.49
2021,5,21,22,5.74
2021,5,21,23,5.42
2021,5,22,0,5.08
2021,5,22,1,4.52
2021,5,22,2,3.98
2021,5,22,3,3.41
2021,5,22,4,3.12
2021,5,22,5,3.53
2021,5,22,6,4.17
2021,5,22,7,4.55
2021,5,22,8,4.88
2021,5,22,9,5.1
2021,5,22,10,5.3
2021,5,22,11,5.56
2021,5,22,12,5.91
2021,5,22,13,6.05
2021,5,22,14,5.93
2021,5,22,15,5.78
2021,5,22,16,5.53
2021,5,22,17,5.03
2021,5,22,18,4.11
2021,5,22,19,2.65
2021,5,22,20,2.48
2021,5,22,21,2.69
2021,5,22,22,3.05
2021,5,22,23,3.53
2021,5,23,0,4.0
2021,5,23,1,4.32
2021,5,23,2,4.39
2021,5,23,3,4.57
2021,5,23,4,4.63
2021,5,23,5,4.91
2021,5,23,6,5.3
2021,5,23,7,6.37
2021,5,23,8,7.53
2021,5,23,9,8.03
2021,5,23,10,8.77
2021,5,23,11,9.55
2021,5,23,12,10.39
2021,5,23,13,10.65
2021,5,23,14,10.08
2021,5,23,15,9.38
2021,5,23,16,8.1
2021,5,23,17,6.3
2021,5,23,18,5.02
2021,5,23,19,4.43
2021,5,23,20,4.57
2021,5,23,21,4.69
2021,5,23,22,4.63
2021,5,23,23,4.29
2021,5,24,0,3.55
2021,5,24,1,3.04
2021,5,24,2,2.88
2021,5,24,3,3.01
2021,5,24,4,3.33
2021,5,24,5,3.6
2021,5,24,6,3.44
2021,5,24,7,3.06
2021,5,24,8,2.41
2021,5,24,9,1.78
2021,5,24,10,1.69
2021,5,24,11,2.77
2021,5,24,12,4.29
2021,5,24,13,5.72
2021,5,24,14,6.28
2021,5,24,15,5.8
2021,5,24,16,5.19
2021,5,24,17,4.92
2021,5,24,18,4.41
2021,5,24,19,3.69
2021,5,24,20,3.66
2021,5,24,21,4.27
2021,5,24,22,4.89
2021,5,24,23,5.25
2021,5,25,0,5.65
2021,5,25,1,5.99
2021,5,25,2,6.33
2021,5,25,3,6.63
2021,5,25,4,6.32
2021,5,25,5,6.09
2021,5,25,6,6.18
2021,5,25,7,6.46
2021,5,25,8,6.42
2021,5,25,9,6.3
2021,5,25,10,6.15
2021,5,25,11,5.96
2021,5,25,12,5.77
2021,5,25,13,5.48
2021,5,25,14,5.1
2021,5,25,15,4.68
2021,5,25,16,4.36
2021,5,25,17,4.15
2021,5,25,18,3.81
2021,5,25,19,2.67
2021,5,25,20,2.42
2021,5,25,21,2.67
2021,5,25,22,2.91
2021,5,25,23,3.06
2021,5,26,0,3.16
2021,5,26,1,3.27
2021,5,26,2,3.41
2021,5,26,3,3.34
2021,5,26,4,3.2
2021,5,26,5,3.36
2021,5,26,6,3.7
2021,5,26,7,3.57
2021,5,26,8,3.53
2021,5,26,9,3.63
2021,5,26,10,3.63
2021,5,26,11,3.7
2021,5,26,12,3.68
2021,5,26,13,3.59
2021,5,26,14,3.62
2021,5,26,15,3.51
2021,5,26,16,3.32
2021,5,26,17,2.98
2021,5,26,18,2.46
2021,5,26,19,1.55
2021,5,26,20,1.63
2021,5,26,21,1.52
2021,5,26,22,1.53
2021,5,26,23,1.73
2021,5,27,0,1.82
2021,5,27,1,1.9
2021,5,27,2,1.87
2021,5,27,3,1.57
2021,5,27,4,1.03
2021,5,27,5,0.26
2021,5,27,6,0.47
2021,5,27,7,1.27
2021,5,27,8,2.11
2021,5,27,9,2.75
2021,5,27,10,3.16
2021,5,27,11,3.38
2021,5,27,12,3.61
2021,5,27,13,3.83
2021,5,27,14,3.9
2021,5,27,15,3.77
2021,5,27,16,3.47
2021,5,27,17,2.77
2021,5,27,18,2.08
2021,5,27,19,1.61
2021,5,27,20,1.59
2021,5,27,21,1.43
2021,5,27,22,1.24
2021,5,27,23,0.9
2021,5,28,0,0.66
2021,5,28,1,0.75
2021,5,28,2,0.94
2021,5,28,3,1.21
2021,5,28,4,1.47
2021,5,28,5,1.52
2021,5,28,6,2.26
2021,5,28,7,2.4
2021,5,28,8,2.46
2021,5,28,9,2.56
2021,5,28,10,2.55
2021,5,28,11,2.44
2021,5,28,12,2.35
2021,5,28,13,2.32
2021,5,28,14,2.34
2021,5,28,15,2.27
2021,5,28,16,2.08
2021,5,28,17,1.69
2021,5,28,18,1.2
2021,5,28,19,1.08
2021,5,28,20,1.3
2021,5,28,21,1.57
2021,5,28,22,1.81
2021,5,28,23,1.97
2021,5,29,0,2.15
2021,5,29,1,2.27
2021,5,29,2,2.28
2021,5,29,3,2.22
2021,5,29,4,2.11
2021,5,29,5,1.83
2021,5,29,6,2.07
2021,5,29,7,1.78
2021,5,29,8,2.03
2021,5,29,9,2.13
2021,5,29,10,2.07
2021,5,29,11,2.06
2021,5,29,12,2.11
2021,5,29,13,2.11
2021,5,29,14,1.98
2021,5,29,15,1.69
2021,5,29,16,1.4
2021,5,29,17,1.35
2021,5,29,18,1.44
2021,5,29,19,1.57
2021,5,29,20,2.07
2021,5,29,21,2.4
2021,5,29,22,2.59
2021,5,29,23,2.7
2021,5,30,0,2.78
2021,5,30,1,2.87
2021,5,30,2,2.91
2021,5,30,3,2.86
2021,5,30,4,2.79
2021,5,30,5,3.16
2021,5,30,6,3.31
2021,5,30,7,3.08
2021,5,30,8,3.21
2021,5,30,9,3.35
2021,5,30,10,3.38
2021,5,30,11,3.37
2021,5,30,12,3.32
2021,5,30,13,3.26
2021,5,30,14,3.21
2021,5,30,15,3.2
2021,5,30,16,3.12
2021,5,30,17,2.76
2021,5,30,18,2.37
2021,5,30,19,2.1
2021,5,30,20,2.46
2021,5,30,21,2.58
2021,5,30,22,2.74
2021,5,30,23,2.95
2021,5,31,0,3.05
2021,5,31,1,3.11
2021,5,31,2,3.19
2021,5,31,3,3.41
2021,5,31,4,3.91
2021,5,31,5,4.12
2021,5,31,6,3.91
2021,5,31,7,3.79
2021,5,31,8,3.58
2021,5,31,9,3.61
2021,5,31,10,3.76
2021,5,31,11,4.04
2021,5,31,12,4.38
2021,5,31,13,4.69
2021,5,31,14,4.9
2021,5,31,15,4.95
2021,5,31,16,4.68
2021,5,31,17,3.93
2021,5,31,18,2.74
2021,5,31,19,2.26
2021,5,31,20,2.61
2021,5,31,21,2.83
2021,5,31,22,3.01
2021,5,31,23,3.2
2021,6,1,0,3.34
2021,6,1,1,3.36
2021,6,1,2,3.33
2021,6,1,3,3.27
2021,6,1,4,3.3
2021,6,1,5,3.93
2021,6,1,6,3.92
2021,6,1,7,3.73
2021,6,1,8,3.85
2021,6,1,9,4.02
2021,6,1,10,4.17
2021,6,1,11,4.15
2021,6,1,12,4.24
2021,6,1,13,4.25
2021,6,1,14,4.04
2021,6,1,15,3.69
2021,6,1,16,3.32
2021,6,1,17,2.97
2021,6,1,18,2.48
2021,6,1,19,2.43
2021,6,1,20,3.04
2021,6,1,21,3.54
2021,6,1,22,4.17
2021,6,1,23,4.3
2021,6,2,0,4.4
2021,6,2,1,4.3
2021,6,2,2,4.38
2021,6,2,3,4.69
2021,6,2,4,4.84
2021,6,2,5,5.18
2021,6,2,6,5.24
2021,6,2,7,5.07
2021,6,2,8,5.23
2021,6,2,9,5.64
2021,6,2,10,6.19
2021,6,2,11,6.51
2021,6,2,12,6.63
2021,6,2,13,6.51
2021,6,2,14,6.13
2021,6,2,15,5.75
2021,6,2,16,5.35
2021,6,2,17,4.3
2021,6,2,18,2.89
2021,6,2,19,2.32
2021,6,2,20,2.31
2021,6,2,21,2.37
2021,6,2,22,2.24
2021,6,2,23,2.13
2021,6,3,0,2.15
2021,6,3,1,2.28
2021,6,3,2,2.8
2021,6,3,3,3.22
2021,6,3,4,3.46
2021,6,3,5,3.64
2021,6,3,6,4.09
2021,6,3,7,4.39
2021,6,3,8,4.69
2021,6,3,9,4.94
2021,6,3,10,5.31
2021,6,3,11,5.6
2021,6,3,12,5.53
2021,6,3,13,5.4
2021,6,3,14,5.36
2021,6,3,15,5.38
2021,6,3,16,5.37
2021,6,3,17,5.14
2021,6,3,18,4.66
2021,6,3,19,3.37
2021,6,3,20,2.59
2021,6,3,21,2.67
2021,6,3,22,2.73
2021,6,3,23,2.71
2021,6,4,0,2.66
2021,6,4,1,2.46
2021,6,4,2,2.38
2021,6,4,3,2.42
2021,6,4,4,2.25
2021,6,4,5,1.82
2021,6,4,6,2.07
2021,6,4,7,2.05
2021,6,4,8,2.02
2021,6,4,9,1.92
2021,6,4,10,1.9
2021,6,4,11,2.06
2021,6,4,12,2.28
2021,6,4,13,2.58
2021,6,4,14,2.84
2021,6,4,15,3.02
2021,6,4,16,3.1
2021,6,4,17,3.03
2021,6,4,18,2.75
2021,6,4,19,2.03
2021,6,4,20,2.17
2021,6,4,21,2.23
2021,6,4,22,2.16
2021,6,4,23,1.94
2021,6,5,0,1.74
2021,6,5,1,1.67
2021,6,5,2,1.72
2021,6,5,3,1.85
2021,6,5,4,1.91
2021,6,5,5,1.95
2021,6,5,6,2.55
2021,6,5,7,2.9
2021,6,5,8,3.23
2021,6,5,9,3.58
2021,6,5,10,3.91
2021,6,5,11,4.26
2021,6,5,12,4.68
2021,6,5,13,4.99
2021,6,5,14,5.08
2021,6,5,15,4.89
2021,6,5,16,4.46
2021,6,5,17,3.97
2021,6,5,18,3.22
2021,6,5,19,2.1
2021,6,5,20,1.61
2021,6,5,21,1.66
2021,6,5,22,1.61
2021,6,5,23,1.54
2021,6,6,0,1.41
2021,6,6,1,1.22
2021,6,6,2,0.98
2021,6,6,3,0.88
2021,6,6,4,0.81
2021,6,6,5,0.85
2021,6,6,6,1.31
2021,6,6,7,1.68
2021,6,6,8,2.04
2021,6,6,9,2.17
2021,6,6,10,2.03
2021,6,6,11,1.75
2021,6,6,12,1.32
2021,6,6,13,0.76
2021,6,6,14,0.21
2021,6,6,15,0.55
2021,6,6,16,0.62
2021,6,6,17,0.79
2021,6,6,18,0.94
2021,6,6,19,1.0
2021,6,6,20,1.3
2021,6,6,21,1.4
2021,6,6,22,1.54
2021,6,6,23,1.6
2021,6,7,0,1.6
2021,6,7,1,1.65
2021,6,7,2,1.81
2021,6,7,3,1.97
2021,6,7,4,2.08
2021,6,7,5,2.25
2021,6,7,6,2.75
2021,6,7,7,3.03
2021,6,7,8,3.17
2021,6,7,9,3.3
2021,6,7,10,3.49
2021,6,7,11,3.71
2021,6,7,12,3.86
2021,6,7,13,3.9
2021,6,7,14,3.94
2021,6,7,15,4.09
2021,6,7,16,4.26
2021,6,7,17,4.23
2021,6,7,18,3.68
2021,6,7,19,2.33
2021,6,7,20,2.3
2021,6,7,21,2.42
2021,6,7,22,2.47
2021,6,7,23,2.51
2021,6,8,0,2.51
2021,6,8,1,2.55
2021,6,8,2,2.65
2021,6,8,3,2.62
2021,6,8,4,2.52
2021,6,8,5,2.8
2021,6,8,6,3.39
2021,6,8,7,3.55
2021,6,8,8,3.59
2021,6,8,9,3.72
2021,6,8,10,3.93
2021,6,8,11,4.13
2021,6,8,12,4.3
2021,6,8,13,4.4
2021,6,8,14,4.41
2021,6,8,15,4.32
2021,6,8,16,4.11
2021,6,8,17,3.84
2021,6,8,18,3.38
2021,6,8,19,2.29
2021,6,8,20,2.14
2021,6,8,21,2.24
2021,6,8,22,2.36
2021,6,8,23,2.48
2021,6,9,0,2.61
2021,6,9,1,2.74
2021,6,9,2,2.93
2021,6,9,3,3.17
2021,6,9,4,3.61
2021,6,9,5,4.46
2021,6,9,6,4.86
2021,6,9,7,5.35
2021,6,9,8,5.7
2021,6,9,9,6.01
2021,6,9,10,6.53
2021,6,9,11,6.66
2021,6,9,12,6.66
2021,6,9,13,6.75
2021,6,9,14,6.9
2021,6,9,15,6.86
2021,6,9,16,6.64
2021,6,9,17,6.14
2021,6,9,18,5.33
2021,6,9,19,4.34
2021,6,9,20,3.8
2021,6,9,21,3.83
2021,6,9,22,3.89
2021,6,9,23,3.96
2021,6,10,0,3.95
2021,6,10,1,3.91
2021,6,10,2,3.96
2021,6,10,3,3.76
2021,6,10,4,3.75
2021,6,10,5,4.28
2021,6,10,6,4.68
2021,6,10,7,5.26
2021,6,10,8,6.02
2021,6,10,9,6.52
2021,6,10,10,6.85
2021,6,10,11,7.02
2021,6,10,12,7.16
2021,6,10,13,7.23
2021,6,10,14,7.28
2021,6,10,15,7.36
2021,6,10,16,7.41
2021,6,10,17,7.08
2021,6,10,18,6.56
2021,6,10,19,6.13
2021,6,10,20,5.9
2021,6,10,21,6.06
2021,6,10,22,5.93
2021,6,10,23,5.87
2021,6,11,0,6.13
2021,6,11,1,5.84
2021,6,11,2,5.83
2021,6,11,3,6.01
2021,6,11,4,6.33
2021,6,11,5,6.46
2021,6,11,6,6.78
2021,6,11,7,7.21
2021,6,11,8,7.29
2021,6,11,9,7.14
2021,6,11,10,7.01
2021,6,11,11,6.83
2021,6,11,12,6.66
2021,6,11,13,6.39
2021,6,11,14,6.14
2021,6,11,15,5.93
2021,6,11,16,5.58
2021,6,11,17,5.11
2021,6,11,18,4.2
2021,6,11,19,2.98
2021,6,11,20,2.11
2021,6,11,21,2.26
2021,6,11,22,2.43
2021,6,11,23,2.53
2021,6,12,0,2.63
2021,6,12,1,2.63
2021,6,12,2,2.55
2021,6,12,3,2.51
2021,6,12,4,2.49
2021,6,12,5,2.62
2021,6,12,6,3.2
2021,6,12,7,3.54
2021,6,12,8,3.58
2021,6,12,9,3.6
2021,6,12,10,3.59
2021,6,12,11,3.6
2021,6,12,12,3.67
2021,6,12,13,3.66
2021,6,12,14,3.49
2021,6,12,15,3.33
2021,6,12,16,3.22
2021,6,12,17,3.16
2021,6,12,18,2.99
2021,6,12,19,2.38
2021,6,12,20,1.65
2021,6,12,21,1.45
2021,6,12,22,1.13
2021,6,12,23,0.76
2021,6,13,0,0.48
2021,6,13,1,0.43
2021,6,13,2,0.59
2021,6,13,3,0.72
2021,6,13,4,0.81
2021,6,13,5,1.03
2021,6,13,6,1.47
2021,6,13,7,1.85
2021,6,13,8,2.53
2021,6,13,9,2.99
2021,6,13,10,3.14
2021,6,13,11,3.16
2021,6,13,12,3.17
2021,6,13,13,3.12
2021,6,13,14,2.99
2021,6,13,15,2.84
2021,6,13,16,2.72
2021,6,13,17,2.66
2021,6,13,18,2.4
2021,6,13,19,1.83
2021,6,13,20,1.98
2021,6,13,21,2.17
2021,6,13,22,2.45
2021,6,13,23,2.68
2021,6,14,0,2.79
2021,6,14,1,2.97
2021,6,14,2,3.19
2021,6,14,3,3.27
2021,6,14,4,3.34
2021,6,14,5,3.85
2021,6,14,6,3.91
2021,6,14,7,4.26
2021,6,14,8,4.48
2021,6,14,9,4.37
2021,6,14,10,4.15
2021,6,14,11,4.21
2021,6,14,12,4.46
2021,6,14,13,4.74
2021,6,14,14,4.84
2021,6,14,15,4.44
2021,6,14,16,3.96
2021,6,14,17,3.65
2021,6,14,18,3.32
2021,6,14,19,2.27
2021,6,14,20,1.92
2021,6,14,21,1.76
2021,6,14,22,1.48
2021,6,14,23,1.31
2021,6,15,0,1.24
2021,6,15,1,1.07
2021,6,15,2,0.83
2021,6,15,3,0.47
2021,6,15,4,0.45
2021,6,15,5,0.87
2021,6,15,6,1.63
2021,6,15,7,1.82
2021,6,15,8,1.94
2021,6,15,9,2.4
2021,6,15,10,2.93
2021,6,15,11,3.4
2021,6,15,12,3.76
2021,6,15,13,4.11
2021,6,15,14,4.4
2021,6,15,15,4.61
2021,6,15,16,4.79
2021,6,15,17,4.83
2021,6,15,18,4.26
2021,6,15,19,3.07
2021,6,15,20,2.83
2021,6,15,21,3.07
2021,6,15,22,3.37
2021,6,15,23,3.66
2021,6,16,0,4.05
2021,6,16,1,4.14
2021,6,16,2,4.19
2021,6,16,3,4.13
2021,6,16,4,4.19
2021,6,16,5,4.33
2021,6,16,6,4.42
2021,6,16,7,4.92
2021,6,16,8,4.96
2021,6,16,9,4.95
2021,6,16,10,4.97
2021,6,16,11,5.02
2021,6,16,12,4.9
2021,6,16,13,4.64
2021,6,16,14,4.29
2021,6,16,15,3.95
2021,6,16,16,3.64
2021,6,16,17,3.32
2021,6,16,18,2.97
2021,6,16,19,2.66
2021,6,16,20,1.96
2021,6,16,21,1.91
2021,6,16,22,2.05
2021,6,16,23,2.02
2021,6,17,0,1.82
2021,6,17,1,1.8
2021,6,17,2,2.07
2021,6,17,3,2.27
2021,6,17,4,2.35
2021,6,17,5,3.06
2021,6,17,6,3.26
2021,6,17,7,3.61
2021,6,17,8,3.85
2021,6,17,9,3.58
2021,6,17,10,3.32
2021,6,17,11,3.21
2021,6,17,12,3.18
2021,6,17,13,3.33
2021,6,17,14,3.27
2021,6,17,15,3.34
2021,6,17,16,3.5
2021,6,17,17,3.59
2021,6,17,18,3.44
2021,6,17,19,3.05
2021,6,17,20,3.0
2021,6,17,21,3.09
2021,6,17,22,3.18
2021,6,17,23,3.0
2021,6,18,0,2.93
2021,6,18,1,3.25
2021,6,18,2,3.73
2021,6,18,3,4.09
2021,6,18,4,4.24
2021,6,18,5,4.65
2021,6,18,6,5.32
2021,6,18,7,5.68
2021,6,18,8,5.68
2021,6,18,9,5.54
2021,6,18,10,5.36
2021,6,18,11,5.19
2021,6,18,12,4.99
2021,6,18,13,4.85
2021,6,18,14,4.69
2021,6,18,15,4.37
2021,6,18,16,4.02
2021,6,18,17,3.56
2021,6,18,18,2.94
2021,6,18,19,2.43
2021,6,18,20,1.99
2021,6,18,21,1.77
2021,6,18,22,1.48
2021,6,18,23,1.23
2021,6,19,0,1.11
2021,6,19,1,1.14
2021,6,19,2,1.23
2021,6,19,3,1.35
2021,6,19,4,1.77
2021,6,19,5,2.89
2021,6,19,6,2.92
2021,6,19,7,2.57
2021,6,19,8,2.85
2021,6,19,9,3.44
2021,6,19,10,3.73
2021,6,19,11,3.95
2021,6,19,12,4.34
2021,6,19,13,4.56
2021,6,19,14,4.61
2021,6,19,15,4.57
2021,6,19,16,4.44
2021,6,19,17,3.95
2021,6,19,18,3.27
2021,6,19,19,2.6
2021,6,19,20,2.37
2021,6,19,21,2.48
2021,6,19,22,2.67
2021,6,19,23,2.85
2021,6,20,0,3.2
2021,6,20,1,3.21
2021,6,20,2,3.61
2021,6,20,3,4.07
2021,6,20,4,3.85
2021,6,20,5,4.23
2021,6,20,6,4.45
2021,6,20,7,4.24
2021,6,20,8,3.88
2021,6,20,9,3.61
2021,6,20,10,3.59
2021,6,20,11,3.71
2021,6,20,12,3.84
2021,6,20,13,3.97
2021,6,20,14,4.17
2021,6,20,15,4.32
2021,6,20,16,4.41
2021,6,20,17,4.37
2021,6,20,18,4.03
2021,6,20,19,3.56
2021,6,20,20,3.26
2021,6,20,21,3.34
2021,6,20,22,3.12
2021,6,20,23,2.99
2021,6,21,0,2.96
2021,6,21,1,2.94
2021,6,21,2,2.91
2021,6,21,3,2.88
2021,6,21,4,3.03
2021,6,21,5,3.54
2021,6,21,6,3.5
2021,6,21,7,4.31
2021,6,21,8,4.78
2021,6,21,9,5.0
2021,6,21,10,5.14
2021,6,21,11,5.24
2021,6,21,12,5.24
2021,6,21,13,5.19
2021,6,21,14,5.07
2021,6,21,15,5.05
2021,6,21,16,4.98
2021,6,21,17,4.62
2021,6,21,18,4.01
2021,6,21,19,3.44
2021,6,21,20,3.09
2021,6,21,21,3.14
2021,6,21,22,3.26
2021,6,21,23,3.09
2021,6,22,0,2.75
2021,6,22,1,2.61
2021,6,22,2,2.62
2021,6,22,3,2.61
2021,6,22,4,2.57
2021,6,22,5,3.19
2021,6,22,6,3.26
2021,6,22,7,3.57
2021,6,22,8,3.77
2021,6,22,9,4.06
2021,6,22,10,4.13
2021,6,22,11,4.11
2021,6,22,12,4.05
2021,6,22,13,4.04
2021,6,22,14,3.92
2021,6,22,15,3.71
2021,6,22,16,3.44
2021,6,22,17,3.11
2021,6,22,18,2.93
2021,6,22,19,2.38
2021,6,22,20,2.55
2021,6,22,21,2.6
2021,6,22,22,2.58
2021,6,22,23,2.47
2021,6,23,0,2.33
2021,6,23,1,2.27
2021,6,23,2,2.24
2021,6,23,3,2.18
2021,6,23,4,2.01
2021,6,23,5,1.67
2021,6,23,6,1.84
2021,6,23,7,1.57
2021,6,23,8,1.88
2021,6,23,9,2.23
2021,6,23,10,2.64
2021,6,23,11,2.93
2021,6,23,12,2.99
2021,6,23,13,2.94
2021,6,23,14,2.77
2021,6,23,15,2.56
2021,6,23,16,2.39
2021,6,23,17,2.17
2021,6,23,18,1.88
2021,6,23,19,1.43
2021,6,23,20,1.11
2021,6,23,21,1.26
2021,6,23,22,1.36
2021,6,23,23,1.49
2021,6,24,0,1.6
2021,6,24,1,1.62
2021,6,24,2,1.64
2021,6,24,3,1.64
2021,6,24,4,1.6
2021,6,24,5,1.54
2021,6,24,6,1.8
2021,6,24,7,2.01
2021,6,24,8,2.26
2021,6,24,9,2.5
2021,6,24,10,2.88
2021,6,24,11,3.67
2021,6,24,12,4.42
2021,6,24,13,4.91
2021,6,24,14,5.07
2021,6,24,15,4.98
2021,6,24,16,4.83
2021,6,24,17,4.69
2021,6,24,18,4.36
2021,6,24,19,3.87
2021,6,24,20,4.06
2021,6,24,21,4.68
2021,6,24,22,4.46
2021,6,24,23,4.16
2021,6,25,0,3.85
2021,6,25,1,4.1
2021,6,25,2,4.48
2021,6,25,3,4.65
2021,6,25,4,4.87
2021,6,25,5,5.1
2021,6,25,6,5.46
2021,6,25,7,5.31
2021,6,25,8,5.16
2021,6,25,9,4.97
2021,6,25,10,4.85
2021,6,25,11,4.72
2021,6,25,12,4.6
2021,6,25,13,4.53
2021,6,25,14,4.48
2021,6,25,15,4.7
2021,6,25,16,4.86
2021,6,25,17,4.85
2021,6,25,18,4.99
2021,6,25,19,4.96
2021,6,25,20,5.2
2021,6,25,21,5.36
2021,6,25,22,5.23
2021,6,25,23,5.04
2021,6,26,0,5.06
2021,6,26,1,5.09
2021,6,26,2,4.91
2021,6,26,3,4.94
2021,6,26,4,4.6
2021,6,26,5,4.89
2021,6,26,6,5.2
2021,6,26,7,5.38
2021,6,26,8,5.4
2021,6,26,9,5.36
2021,6,26,10,5.42
2021,6,26,11,5.33
2021,6,26,12,5.31
2021,6,26,13,5.18
2021,6,26,14,4.93
2021,6,26,15,4.85
2021,6,26,16,4.78
2021,6,26,17,4.43
2021,6,26,18,3.98
2021,6,26,19,3.87
2021,6,26,20,3.74
2021,6,26,21,3.76
2021,6,26,22,3.89
2021,6,26,23,4.33
2021,6,27,0,4.5
2021,6,27,1,4.31
2021,6,27,2,4.3
2021,6,27,3,4.2
2021,6,27,4,4.41
2021,6,27,5,4.91
2021,6,27,6,5.72
2021,6,27,7,6.31
2021,6,27,8,6.52
2021,6,27,9,6.44
2021,6,27,10,6.19
2021,6,27,11,5.98
2021,6,27,12,5.97
2021,6,27,13,5.88
2021,6,27,14,5.68
2021,6,27,15,5.59
2021,6,27,16,5.51
2021,6,27,17,5.32
2021,6,27,18,4.73
2021,6,27,19,4.39
2021,6,27,20,4.35
2021,6,27,21,4.46
2021,6,27,22,4.52
2021,6,27,23,4.45
2021,6,28,0,4.65
2021,6,28,1,4.75
2021,6,28,2,5.03
2021,6,28,3,5.1
2021,6,28,4,5.13
2021,6,28,5,5.08
2021,6,28,6,5.38
2021,6,28,7,5.5
2021,6,28,8,5.36
2021,6,28,9,5.1
2021,6,28,10,4.83
2021,6,28,11,4.52
2021,6,28,12,4.14
2021,6,28,13,3.71
2021,6,28,14,3.23
2021,6,28,15,2.82
2021,6,28,16,2.49
2021,6,28,17,2.24
2021,6,28,18,1.77
2021,6,28,19,1.19
2021,6,28,20,1.4
2021,6,28,21,1.64
2021,6,28,22,1.68
2021,6,28,23,1.72
2021,6,29,0,1.77
2021,6,29,1,1.9
2021,6,29,2,2.01
2021,6,29,3,2.12
2021,6,29,4,2.03
2021,6,29,5,2.17
2021,6,29,6,2.5
2021,6,29,7,2.94
2021,6,29,8,3.35
2021,6,29,9,3.51
2021,6,29,10,3.43
2021,6,29,11,3.4
2021,6,29,12,3.51
2021,6,29,13,3.68
2021,6,29,14,3.83
2021,6,29,15,3.77
2021,6,29,16,3.44
2021,6,29,17,2.83
2021,6,29,18,2.32
2021,6,29,19,1.63
2021,6,29,20,1.67
2021,6,29,21,1.71
2021,6,29,22,1.78
2021,6,29,23,1.77
2021,6,30,0,1.74
2021,6,30,1,1.66
2021,6,30,2,1.52
2021,6,30,3,1.41
2021,6,30,4,1.35
2021,6,30,5,1.44
2021,6,30,6,1.56
